"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,150,"MNE","Montenegro","MONTENEGRO","","Crna Gora","","","","Monténégro ","Montenegro ","<U+0427><U+0435><U+0440><U+043D><U+043E><U+0433><U+043E><U+0440><U+0438><U+044F> ","<U+0627><U+0644><U+062C><U+0628><U+0644> <U+0627><U+0644><U+0623><U+0633><U+0648> ","<U+9ED1><U+5C71> ","","","Montenegro","ME","","MJ","499","20060603","Present","680151","13743.050000000001","49.490542492387064","Southern Europe","Europe","2","","","","Europe & Central Asia","Lower middle income","Severely indebted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
