gbifid	kingdom	family	scientificname	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	eventdate	day	month	year
1580428727	Animalia	Turdidae	Turdus merula Linnaeus, 1758	43.258057	17.063749	250	2017-04-13T02:00Z	13	4	2017
1580420250	Animalia	Turdidae	Turdus merula Linnaeus, 1758	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580420110	Animalia	Turdidae	Turdus philomelos C. L. Brehm, 1831	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580417601	Animalia	Turdidae	Turdus merula Linnaeus, 1758	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580417393	Animalia	Turdidae	Turdus merula Linnaeus, 1758	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580416796	Animalia	Turdidae	Turdus merula Linnaeus, 1758	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580413411	Animalia	Cleridae	Trichodes apiarius (Linnaeus, 1758) Linnaeus, 1758	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580412565	Animalia	Hygromiidae	Trochulus villosus (Draparnaud, 1805) Draparnaud, 1805	45.463352	14.853622	250	2017-06-10T02:00Z	10	6	2017
1580411686	Animalia	Trachinidae	Trachinus draco Linnaeus, 1758	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580411433	Animalia	Troglodytidae	Troglodytes troglodytes (Linnaeus, 1758)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580410978	Plantae	Arecaceae	Trachycarpus fortunei (Hook.) H.Wendl.	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580409968	Animalia	Cetoniidae	Tropinota Mulsant, 1842	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580407876	Plantae	Fabaceae	Trifolium stellatum L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580407068	Plantae	Arecaceae	Trachycarpus fortunei (Hook.) H.Wendl.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580404318	Plantae	Fabaceae	Trifolium campestre Schreb.	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580399854	Animalia	Hesperiidae	Thymelicus sylvestris Poda, 1761	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580398562	Animalia	Hygromiidae	Theba pisana (Müller, 1774)	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580398126	Plantae	Lamiaceae	Teucrium montanum L.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580397863	Animalia	Tenthredinidae	Tenthredo zona Klug, 1817	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580397796	Plantae	Lamiaceae	Teucrium flavum L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580397563	Plantae	Lamiaceae	Teucrium flavum L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580397274	Plantae	Lamiaceae	Teucrium flavum L.	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580393122	Plantae	Tamaricaceae	Tamarix ramosissima Ledeb.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580391007	Animalia	Podicipedidae	Tachybaptus ruficollis (Pallas, 1764)	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580389960	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580389875	Animalia	Sylviidae	Sylvia melanocephala (Gmelin, 1789)	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580388233	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580387364	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	45.363968	14.707689	250	2017-06-11T02:00Z	11	6	2017
1580386174	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	45.380669	14.821115	250	2017-06-11T02:00Z	11	6	2017
1580384959	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	43.258057	17.063749	250	2017-04-13T02:00Z	13	4	2017
1580384175	Animalia	Sylviidae	Sylvia melanocephala (Gmelin, 1789)	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580381437	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580381395	Animalia	Sylviidae	Sylvia borin (Boddaert, 1783)	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580381393	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580381386	Animalia	Sylviidae	Sylvia melanocephala (Gmelin, 1789)	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580381383	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580381382	Animalia	Sylviidae	Sylvia curruca (Linnaeus, 1758)	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580380364	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580379980	Animalia	Sylviidae	Sylvia melanocephala (Gmelin, 1789)	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580379265	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580379134	Animalia	Sylviidae	Sylvia atricapilla (Linnaeus, 1758)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580378648	Animalia	Suidae	Sus scrofa Linnaeus, 1758	43.242828	17.087532	250	2017-06-14T02:00Z	14	6	2017
1580377535	Plantae	Poaceae	Stipa pennata L.	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580376624	Animalia	Columbidae	Streptopelia turtur (Linnaeus, 1758)	43.321823	16.985561	25	2017-06-11T02:00Z	11	6	2017
1580375576	Animalia	Columbidae	Streptopelia turtur (Linnaeus, 1758)	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580375239	Animalia	Strigidae	Strix aluco Linnaeus, 1758	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580374684	Animalia	Sturnidae	Sturnus vulgaris Linnaeus, 1758	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580374059	Animalia	Columbidae	Streptopelia decaocto (Frivaldszky, 1838)	45.080399	14.144146	250	2017-05-15T02:00Z	15	5	2017
1580373565	Plantae	Lamiaceae	Stachys sylvatica L.	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580373184	Animalia	Columbidae	Streptopelia decaocto (Frivaldszky, 1838)	43.26226	17.059801	250	2017-04-14T02:00Z	14	4	2017
1580370836	Animalia	Columbidae	Streptopelia decaocto (Frivaldszky, 1838)	43.258057	17.063749	250	2017-04-13T02:00Z	13	4	2017
1580369243	Animalia	Sturnidae	Sturnus vulgaris Linnaeus, 1758	45.087612	13.878181	250	2017-05-22T02:00Z	22	5	2017
1580368987	Animalia	Columbidae	Streptopelia decaocto (Frivaldszky, 1838)	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580364697	Animalia	Columbidae	Streptopelia decaocto (Frivaldszky, 1838)	43.242828	17.087532	250	2017-06-06T02:00Z	6	6	2017
1580364263	Animalia	Columbidae	Streptopelia turtur (Linnaeus, 1758)	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580364186	Animalia	Columbidae	Streptopelia turtur (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580362537	Plantae	Fabaceae	Spartium junceum L.	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580362454	Plantae	Fabaceae	Spartium junceum L.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580362401	Animalia	Toxopneustidae	Sphaerechinus granularis (Lamarck, 1816)	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580362000	Animalia	Arctiidae	Spilarctia	45.405193	14.799158	250	2017-06-11T02:00Z	11	6	2017
1580361857	Plantae	Fabaceae	Spartium junceum L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580361789	Animalia	Lygaeidae	Spilostethus pandurus (Scopoli, 1763) Scopoli, 1763	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580361731	Plantae	Fabaceae	Spartium junceum L.	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580361613	Animalia	Sphingidae	Sphinx ligustri Linnaeus, 1758	45.405193	14.799158	250	2017-06-12T02:00Z	12	6	2017
1580360553	Plantae	Solanaceae	Solanum dulcamara L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580359570	Plantae	Smilacaceae	Smilax aspera L.	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580359566	Plantae	Smilacaceae	Smilax aspera L.	45.066006	14.140863	250	2017-05-29T02:00Z	29	5	2017
1580359532	Plantae	Smilacaceae	Smilax aspera L.	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580358663	Plantae	Caryophyllaceae	Silene vulgaris (Moench) Garcke	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580358366	Animalia	Geometridae	Siona lineata Scopoli, 1763	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580358357	Plantae	Caryophyllaceae	Silene flos-cuculi (L.) Greuter & Burdet	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580357462	Plantae	Asteraceae	Silybum marianum (L.) Gaertn.	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580356379	Animalia	Conopidae	Sicus ferrugineus (Linnaeus, 1761)	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580356220	Plantae	Caryophyllaceae	Silene gallica L.	45.080399	14.144146	250	2017-05-16T02:00Z	16	5	2017
1580356135	Animalia	Sittidae	Sitta neumayer Michahelles, 1830	44.87339	14.984264	250	2017-06-01T02:00Z	1	6	2017
1580354604	Plantae	Asteraceae	Silybum marianum (L.) Gaertn.	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580352582	Animalia	Sepiidae	Sepia officinalis Linnaeus, 1758	43.201672	17.126312	250	2017-06-14T02:00Z	14	6	2017
1580352360	Animalia	Sepiidae	Sepia officinalis Linnaeus, 1758	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580352171	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580351860	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580350812	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580349919	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580349791	Plantae	Crassulaceae	Sedum album L.	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580349737	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580349563	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580349470	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580349290	Animalia	Fringillidae	Serinus serinus (Linnaeus, 1766)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580348772	Animalia	Scoliidae	Scolia hirta (Schrank, 1781) Schrank, 1781	43.222797	17.000879	250	2017-06-08T02:00Z	8	6	2017
1580348425	Fungi	Schizophyllaceae	Schizophyllum commune Fr., 1815	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580347331	Animalia	Geometridae	Scopula imitaria Hübner, 1798	45.080399	14.144146	250	2017-05-26T02:00Z	26	5	2017
1580347066	Plantae	Scrophulariaceae	Scrophularia peregrina L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580346429	Animalia	Crambidae	Scoparia ingratella Zeller, 1846	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580345944	Animalia	Sciuridae	Sciurus vulgaris Linnaeus, 1758	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580345827	Animalia	Lycaenidae	Scolitantides orion (Pallas, 1771)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580345341	Animalia	Lycaenidae	Satyrium ilicis (Esper, 1779) Esper, 1779	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580345319	Animalia	Muscicapidae	Saxicola rubetra (Linnaeus, 1758)	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580344697	Plantae	Lamiaceae	Salvia officinalis L.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580344207	Plantae	Adoxaceae	Sambucus nigra L.	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580343249	Animalia	Lycaenidae	Satyrium ilicis (Esper, 1779) Esper, 1779	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580342603	Plantae	Adoxaceae	Sambucus nigra L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580340158	Plantae	Lamiaceae	Salvia L.	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580340092	Animalia	Nymphalidae	Satyrus ferula (Fabricius, 1793) Fabricius, 1793	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580339134	Animalia	Cerambycidae	Rutpela maculata (Poda, 1761)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580338848	Plantae	Asparagaceae	Ruscus aculeatus L.	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580338748	Plantae	Asparagaceae	Ruscus aculeatus L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580338259	Plantae	Asparagaceae	Ruscus aculeatus L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580337838	Plantae	Rutaceae	Ruta graveolens L.	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580337832	Animalia	Cerambycidae	Rutpela maculata (Poda, 1761)	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580337473	Animalia	Bovidae	Rupicapra rupicapra subsp. balcanica Bolkay, 1925	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580337140	Plantae	Fabaceae	Robinia pseudoacacia L.	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580336980	Plantae	Rosaceae	Rosa sempervirens L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580335431	Animalia	Reduviidae	Rhynocoris iracundus (Poda, 1761)	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580335418	Animalia	Geometridae	Rhodostrophia calabra Petagna, 1787	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580334212	Animalia	Reduviidae	Rhynocoris annulatus (Linnaeus, 1758) Linnaeus, 1758	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580333936	Animalia	Geometridae	Rhodostrophia calabra Petagna, 1787	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580333758	Plantae	Resedaceae	Reseda lutea L.	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580332129	Plantae	Resedaceae	Reseda lutea L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580332079	Plantae	Resedaceae	Reseda lutea L.	45.087612	13.878181	250	2017-05-22T02:00Z	22	5	2017
1580327928	Plantae	Fagaceae	Quercus ilex L.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580327892	Plantae	Fagaceae	Quercus ilex L.	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580327761	Plantae	Fagaceae	Quercus ilex L.	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580327373	Plantae	Fagaceae	Quercus ilex L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580326918	Animalia	Corvidae	Pyrrhocorax graculus (Linnaeus, 1766)	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580325867	Animalia	Pyrrhocoridae	Pyrrhocoris apterus (Linnaeus, 1758) Linnaeus, 1758	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580324591	Animalia	Crambidae	Pyrausta despicata Scopoli, 1763	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580323294	Animalia	Corvidae	Pyrrhocorax graculus (Linnaeus, 1766)	43.242828	17.087532	250	2017-06-13T02:00Z	13	6	2017
1580322653	Animalia	Corvidae	Pyrrhocorax graculus (Linnaeus, 1766)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580322587	Animalia	Corvidae	Pyrrhocorax graculus (Linnaeus, 1766)	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580321555	Plantae	Lythraceae	Punica granatum L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580319211	Plantae	Primulaceae	Primula veris Linnaeus	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580319201	Animalia	Prunellidae	Prunella collaris (Scopoli, 1769)	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580319200	Plantae	Rosaceae	Prunus prostrata Labill.	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580317482	Animalia	Cetoniidae	Protaetia aeruginosa (Linnaeus, 1767) Linnaeus, 1767	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580316149	Plantae	Lamiaceae	Prunella vulgaris L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580316144	Plantae	Rosaceae	Prunus avium (L.) L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580313631	Animalia	Prunellidae	Prunella collaris (Scopoli, 1769)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580313517	Animalia	Prunellidae	Prunella collaris (Scopoli, 1769)	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580312677	Plantae	Polygalaceae	Polygala comosa Schkuhr	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580312557	Animalia	Lycaenidae	Polyommatus bellargus (Rottemburg, 1775)	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580312542	Animalia	Lycaenidae	Polyommatus icarus (Rottemburg, 1775)	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580311546	Animalia	Lacertidae	Podarcis melisellensis subsp. fiumana (Werner, 1891)	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580310009	Animalia	Lycaenidae	Polyommatus icarus (Rottemburg, 1775)	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580309997	Plantae	Rosaceae	Potentilla recta L.	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580309984	Animalia	Lycaenidae	Polyommatus bellargus (Rottemburg, 1775)	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580309110	Animalia	Lycaenidae	Polyommatus icarus (Rottemburg, 1775)	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580307902	Animalia	Lycaenidae	Polyommatus bellargus (Rottemburg, 1775)	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580307892	Animalia	Lycaenidae	Polyommatus icarus (Rottemburg, 1775)	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580307889	Plantae	Rosaceae	Potentilla recta L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580307827	Animalia	Lacertidae	Podarcis melisellensis (Braun, 1877)	45.080399	14.144146	250	2017-05-26T02:00Z	26	5	2017
1580307256	Animalia	Lycaenidae	Polyommatus icarus (Rottemburg, 1775)	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580307249	Animalia	Lacertidae	Podarcis melisellensis (Braun, 1877)	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580306946	Animalia	Lacertidae	Podarcis melisellensis subsp. fiumana (Werner, 1891)	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580306942	Animalia	Lycaenidae	Polyommatus icarus (Rottemburg, 1775)	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580305003	Animalia	Lacertidae	Podarcis melisellensis subsp. fiumana (Werner, 1891)	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580304209	Animalia	Lacertidae	Podarcis melisellensis (Braun, 1877)	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580304178	Animalia	Pomatiidae	Pomatias elegans (O. F. Müller, 1774)	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580304014	Animalia	Lacertidae	Podarcis melisellensis subsp. fiumana (Werner, 1891)	45.080399	14.144146	250	2017-05-25T02:00Z	25	5	2017
1580303827	Animalia	Podicipedidae	Podiceps nigricollis C. L. Brehm, 1831	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580303657	Animalia	Pieridae	Pontia edusa (Fabricius, 1777)	43.242828	17.087532	250	2017-06-08T02:00Z	8	6	2017
1580302961	Animalia	Nymphalidae	Polygonia c-album Linnaeus, 1758	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580301896	Plantae	Platanaceae	Platanus L.	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580301260	Animalia	Lycaenidae	Plebejus idas (Linnaeus, 1761) Linnaeus, 1761	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580300837	Plantae	Plantaginaceae	Plantago coronopus L.	45.080399	14.144146	250	2017-05-26T02:00Z	26	5	2017
1580299454	Animalia	Colubridae	Platyceps najadum (Eichwald, 1831)	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580298520	Animalia	Pieridae	Pieris brassicae (Linnaeus, 1758)	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580296648	Animalia	Pinnidae	Pinna nobilis Linnaeus, 1758	43.201672	17.126312	250	2017-06-14T02:00Z	14	6	2017
1580296215	Plantae	Pinaceae	Pinus pinaster Aiton	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580296200	Plantae	Pinaceae	Pinus halepensis Mill.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580295695	Animalia	Pinnidae	Pinna nobilis Linnaeus, 1758	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580295307	Animalia	Picidae	Picoides tridactylus (Linnaeus, 1758)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580294622	Plantae	Pinaceae	Pinus L.	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580292577	Animalia	Pieridae	Pieris rapae (Linnaeus, 1758)	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580291401	Plantae	Fabaceae	Pisum sativum L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580287641	Plantae	Pinaceae	Pinus L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580287611	Plantae	Pittosporaceae	Pittosporum tobira (Murray) Aiton fil.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580286968	Plantae	Pinaceae	Pinus L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580282243	Animalia	Pieridae	Pieris napi (Linnaeus, 1758)	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580275482	Animalia	Phalacrocoracidae	Phalacrocorax aristotelis (Linnaeus, 1761)	43.201672	17.126312	250	2017-06-14T02:00Z	14	6	2017
1580274345	Animalia	Trochidae	Phorcus turbinatus (Born, 1778)	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580273283	Plantae	Arecaceae	Phoenix canariensis Chabaud	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580270672	Animalia	Tettigoniidae	Pholidoptera griseoaptera (De Geer, 1773)	43.284321	17.09173	250	2017-06-10T02:00Z	10	6	2017
1580265791	Animalia	Phalacrocoracidae	Phalacrocorax aristotelis (Linnaeus, 1761)	45.080399	14.144146	250	2017-05-26T02:00Z	26	5	2017
1580264405	Plantae	Arecaceae	Phoenix canariensis Chabaud	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580258915	Animalia	Salticidae	Philaeus chrysops (Poda, 1761)	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580256441	Animalia	Phalacrocoracidae	Phalacrocorax aristotelis (Linnaeus, 1761)	45.080399	14.144146	250	2017-05-25T02:00Z	25	5	2017
1580255953	Animalia	Phalacrocoracidae	Phalacrocorax pygmeus (Pallas, 1773)	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580255899	Animalia	Salticidae	Philaeus chrysops (Poda, 1761)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580255877	Animalia	Phylloscopidae	Phylloscopus collybita (Vieillot, 1817)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580255873	Animalia	Tettigoniidae	Pholidoptera griseoaptera (De Geer, 1773)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580255701	Animalia	Phalacrocoracidae	Phalacrocorax pygmeus (Pallas, 1773)	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580255627	Animalia	Phasianidae	Phasianus colchicus Linnaeus, 1758	43.242828	17.087532	250	2017-06-08T02:00Z	8	6	2017
1580255541	Animalia	Muscicapidae	Phoenicurus ochruros (S. G. Gmelin, 1774)	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580253855	Animalia	Phylloscopidae	Phylloscopus collybita (Vieillot, 1817)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580252939	Plantae	Apiaceae	Peucedanum longifolium Waldst. & Kit.	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580250971	Animalia	Geometridae	Peribatodes rhomboidaria Denis & Schiffermüller, 1775	45.405193	14.799158	250	2017-06-10T02:00Z	10	6	2017
1580250612	Animalia	Accipitridae	Pernis apivorus (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-13T02:00Z	13	6	2017
1580250163	Animalia	Geometridae	Peribatodes secundaria Denis & Schiffermüller, 1775	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1580249186	Animalia	Paridae	Parus major Linnaeus, 1758	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580245883	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	45.463352	14.853622	250	2017-06-10T02:00Z	10	6	2017
1580243935	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580242727	Animalia	Paguridae	Pagurus anachoretus Risso, 1827	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580240832	Plantae	Urticaceae	Parietaria judaica L.	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580240814	Plantae	Papaveraceae	Papaver rhoeas L.	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580240794	Plantae	Paulowniaceae	Paulownia tomentosa (Thunb.) Steud.	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
